DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,HIGH_CONSUMER,Total_Empl
Zoo,10/25/2014,5,43
Zoo,6/6/2015,6,42
Zoo,1/16/2016,10,38
Zoo,11/19/2016,5,39
Zoo,5/19/2018,6,33
Zoo,9/8/2018,7,33
Belle of Louisville           ,7/4/2015,0,3
Civic Innovation & Technology,10/12/2013,4,9
Civic Innovation & Technology,11/23/2013,4,9
Civic Innovation & Technology,1/18/2014,4,9
Civic Innovation & Technology,2/15/2014,4,9
Civic Innovation & Technology,9/13/2014,4,9
Civic Innovation & Technology,12/6/2014,4,9
Civic Innovation & Technology,4/11/2015,4,9
Civic Innovation & Technology,9/12/2015,3,8
Civic Innovation & Technology,1/16/2016,3,8
Civic Innovation & Technology,3/26/2016,4,8
Civic Innovation & Technology,3/25/2017,1,6
Civic Innovation & Technology,1/26/2019,1,4
Civic Innovation & Technology,5/4/2019,1,4
Codes & Regulations,11/5/2016,7,22
Codes & Regulations,12/3/2016,6,22
Community Services,11/22/2014,2,11
Community Services,5/23/2015,0,11
Community Services,3/12/2016,1,8
Community Services,3/11/2017,1,8
Community Services,8/26/2017,1,9
Community Services,8/11/2018,2,10
Coroner                       ,4/22/2017,0,4
Coroner                       ,10/6/2018,0,6
Corrections                   ,1/31/2015,0,1
Corrections                   ,1/30/2016,0,1
Corrections                   ,7/29/2017,0,1
Corrections                   ,10/20/2018,1,2
Corrections                   ,2/23/2019,1,2
County Attorney               ,4/12/2014,0,7
County Attorney               ,6/21/2014,0,7
County Attorney               ,4/8/2017,0,3
County Attorney               ,6/3/2017,0,3
County Attorney               ,1/12/2019,0,4
County Attorney               ,6/1/2019,0,3
County Attorney               ,7/27/2019,0,3
Develop Louisville,3/14/2015,5,12
Develop Louisville,7/4/2015,4,12
Develop Louisville,11/18/2017,1,6
Economic Development ,1/31/2015,1,4
Economic Development ,1/30/2016,0,2
Economic Development ,7/29/2017,0,2
Economic Development ,10/20/2018,0,1
Emergency Mgt Agency/MetroSafe,10/26/2013,4,24
Emergency Mgt Agency/MetroSafe,2/28/2015,2,22
Emergency Mgt Agency/MetroSafe,8/29/2015,5,20
Emergency Mgt Agency/MetroSafe,8/12/2017,3,17
Fire & Rescue                 ,10/12/2013,24,160
Fire & Rescue                 ,11/23/2013,27,159
Fire & Rescue                 ,1/18/2014,26,158
Fire & Rescue                 ,2/15/2014,23,157
Fire & Rescue                 ,9/13/2014,20,146
Fire & Rescue                 ,4/11/2015,25,142
Fire & Rescue                 ,9/12/2015,17,120
Fire & Rescue                 ,3/26/2016,15,115
Fire & Rescue                 ,1/28/2017,15,91
Fire & Rescue                 ,12/29/2018,4,57
Fire & Rescue                 ,1/26/2019,4,57
Fire & Rescue                 ,5/4/2019,6,58
Fleet & Facilities,2/1/2014,8,30
Fleet & Facilities,8/16/2014,8,29
Fleet & Facilities,10/25/2014,8,29
Fleet & Facilities,12/19/2015,11,28
Fleet & Facilities,4/21/2018,6,23
Fleet & Facilities,9/22/2018,5,21
Fleet & Facilities,4/6/2019,8,19
Human Relations Commission    ,7/18/2015,0,5
Human Relations Commission    ,8/1/2015,0,5
Human Relations Commission    ,7/16/2016,0,3
Human Relations Commission    ,9/24/2016,0,3
Human Relations Commission    ,2/25/2017,0,3
Human Resources,8/31/2013,0,7
Human Resources,2/1/2014,1,6
Human Resources,8/27/2016,1,2
Human Resources,5/5/2018,1,3
Human Resources,9/22/2018,2,4
Kentuckiana Works Foundation,6/21/2014,0,2
Kentuckiana Works Foundation,12/6/2014,0,2
Kentuckiana Works Foundation,6/20/2015,0,2
Kentuckiana Works Foundation,9/12/2015,0,2
Kentuckiana Works Foundation,1/16/2016,0,1
Kentuckiana Works Foundation,4/9/2016,0,1
Kentuckiana Works Foundation,5/7/2016,0,1
Kentuckiana Works Foundation,6/17/2017,0,1
Kentuckiana Works Foundation,3/24/2018,0,1
Library,1/4/2014,14,74
Library,10/11/2014,10,69
Library,8/15/2015,9,61
Library,3/12/2016,11,59
Library,10/8/2016,12,59
Louisville Metro Council      ,8/31/2013,3,15
Louisville Metro Council      ,5/10/2014,3,14
Louisville Metro Council      ,5/5/2018,1,9
Louisville Metro EMS,10/11/2014,0,6
Louisville Metro EMS,5/23/2015,0,5
Louisville Metro EMS,3/12/2016,0,5
Louisville Metro EMS,3/11/2017,0,4
Louisville Metro EMS,8/26/2017,0,3
Louisville Metro EMS,12/2/2017,0,4
Louisville Metro EMS,8/11/2018,0,4
Metro Animal Services         ,4/12/2014,0,1
Metro Animal Services         ,8/16/2014,0,1
Metro Animal Services         ,12/19/2015,0,1
Metro Animal Services         ,6/3/2017,0,1
Metro Animal Services         ,4/21/2018,0,1
Metro Animal Services         ,4/6/2019,0,1
Metro Animal Services         ,7/27/2019,0,1
Metro Parks & Recreation,11/22/2014,16,69
Metro Parks & Recreation,6/2/2018,9,46
Metro Police,4/12/2014,15,237
Metro Police,8/16/2014,17,219
Metro Police,12/19/2015,21,180
Metro Police,4/9/2016,22,166
Metro Police,4/8/2017,17,151
Metro Police,6/3/2017,20,146
Metro Police,6/17/2017,20,146
Metro Police,4/6/2019,15,99
Metro Police,6/1/2019,13,97
Metro Police,7/27/2019,12,95
OMB ,1/4/2014,8,27
OMB ,10/11/2014,5,24
OMB ,9/9/2017,4,19
OMB ,6/15/2019,8,15
Parking Authority of River Cty,1/31/2015,2,9
Parking Authority of River Cty,1/30/2016,1,7
Parking Authority of River Cty,7/29/2017,1,5
Waterfront Development Corp,8/1/2015,2,6
Waterfront Development Corp,11/7/2015,1,6
Youth Detention Services      ,3/1/2014,1,6
Youth Detention Services      ,7/1/2017,2,3
Youth Detention Services      ,6/2/2018,1,2
Zoo,4/26/2014,6,45
Zoo,12/6/2014,5,41
Zoo,2/13/2016,6,37
Zoo,7/2/2016,4,40
Zoo,12/30/2017,5,33
Zoo,12/15/2018,7,29
Zoo,1/12/2019,8,29
Zoo,4/6/2019,7,31
Belle of Louisville           ,5/24/2014,0,2
Belle of Louisville           ,9/26/2015,0,1
Civic Innovation & Technology,10/26/2013,4,9
Civic Innovation & Technology,12/21/2013,4,9
Civic Innovation & Technology,5/24/2014,4,9
Civic Innovation & Technology,1/27/2018,1,6
Civic Innovation & Technology,2/10/2018,1,6
Codes & Regulations,5/9/2015,5,20
Codes & Regulations,12/17/2016,6,23
Codes & Regulations,9/23/2017,6,23
Codes & Regulations,6/1/2019,8,18
Community Services,5/9/2015,0,11
Community Services,2/13/2016,2,9
Community Services,1/14/2017,2,8
Community Services,5/18/2019,2,8
Coroner                       ,2/15/2014,0,5
Coroner                       ,4/26/2014,0,5
Coroner                       ,4/23/2016,0,2
Coroner                       ,10/7/2017,0,5
Coroner                       ,2/10/2018,0,6
Coroner                       ,7/14/2018,0,6
Corrections                   ,9/28/2013,0,1
Corrections                   ,8/29/2015,0,1
Corrections                   ,10/22/2016,0,1
Corrections                   ,9/9/2017,0,1
County Attorney               ,1/18/2014,0,7
County Attorney               ,5/24/2014,0,7
County Attorney               ,12/5/2015,0,4
County Attorney               ,6/16/2018,0,4
Develop Louisville,8/30/2014,5,15
Develop Louisville,12/6/2014,6,13
Develop Louisville,4/11/2015,5,12
Develop Louisville,6/6/2015,4,12
Develop Louisville,7/30/2016,3,11
Develop Louisville,9/10/2016,2,10
Develop Louisville,11/19/2016,1,10
Develop Louisville,8/26/2017,2,6
Develop Louisville,11/4/2017,1,6
Develop Louisville,8/11/2018,4,6
Develop Louisville,3/23/2019,3,6
Economic Development ,12/6/2014,1,4
Economic Development ,2/28/2015,0,3
Economic Development ,8/13/2016,0,2
Economic Development ,11/19/2016,0,2
Economic Development ,8/12/2017,0,2
Economic Development ,5/19/2018,0,1
Economic Development ,4/6/2019,0,1
Emergency Mgt Agency/MetroSafe,9/14/2013,3,25
Emergency Mgt Agency/MetroSafe,5/10/2014,6,23
Emergency Mgt Agency/MetroSafe,1/17/2015,4,22
Emergency Mgt Agency/MetroSafe,1/31/2015,4,22
Emergency Mgt Agency/MetroSafe,6/3/2017,3,17
Emergency Mgt Agency/MetroSafe,9/23/2017,1,16
Emergency Mgt Agency/MetroSafe,7/14/2018,2,13
Emergency Mgt Agency/MetroSafe,2/23/2019,2,12
Fire & Rescue                 ,9/14/2013,25,160
Fire & Rescue                 ,9/27/2014,20,146
Fire & Rescue                 ,3/14/2015,26,142
Fire & Rescue                 ,6/20/2015,22,138
Fire & Rescue                 ,10/22/2016,15,95
Fire & Rescue                 ,6/3/2017,18,88
Fire & Rescue                 ,6/17/2017,18,88
Fire & Rescue                 ,10/6/2018,6,62
Fire & Rescue                 ,2/23/2019,4,58
Fleet & Facilities,9/14/2013,5,30
Fleet & Facilities,1/17/2015,7,29
Fleet & Facilities,12/17/2016,12,29
Fleet & Facilities,6/3/2017,9,26
Fleet & Facilities,6/17/2017,9,26
Fleet & Facilities,2/23/2019,6,19
Fleet & Facilities,6/1/2019,6,19
Human Relations Commission    ,10/24/2015,1,5
Human Relations Commission    ,1/30/2016,1,4
Human Relations Commission    ,9/22/2018,0,3
Human Resources,11/23/2013,0,7
Human Resources,12/7/2013,0,7
Human Resources,7/29/2017,0,4
Human Resources,12/30/2017,0,4
Human Resources,1/12/2019,2,5
Human Resources,7/27/2019,1,3
Kentuckiana Works Foundation,7/1/2017,0,1
Kentuckiana Works Foundation,6/2/2018,0,1
Kentuckiana Works Foundation,5/4/2019,0,2
Kentuckiana Works Foundation,8/10/2019,0,2
Library,3/14/2015,12,67
Library,7/18/2015,12,64
Library,10/24/2015,9,60
Library,1/30/2016,12,60
Library,5/21/2016,9,59
Library,10/22/2016,10,57
Louisville Metro Council      ,2/13/2016,3,14
Louisville Metro Council      ,6/18/2016,3,14
Louisville Metro Council      ,12/30/2017,1,10
Louisville Metro Council      ,1/12/2019,1,10
Louisville Metro EMS,1/14/2017,0,4
Louisville Metro EMS,5/18/2019,0,4
Mayor's Office                ,6/21/2014,0,5
Mayor's Office                ,6/4/2016,0,6
Mayor's Office                ,1/26/2019,2,5
Metro Animal Services         ,4/26/2014,0,1
Metro Animal Services         ,10/25/2014,0,1
Metro Animal Services         ,10/7/2017,0,1
Metro Parks & Recreation,9/27/2014,16,74
Metro Parks & Recreation,3/14/2015,13,66
Metro Parks & Recreation,4/25/2015,15,67
Metro Parks & Recreation,6/20/2015,16,68
Metro Parks & Recreation,7/18/2015,18,67
Metro Parks & Recreation,6/17/2017,9,54
Metro Police,2/15/2014,14,238
Metro Police,4/26/2014,15,234
Metro Police,10/25/2014,15,214
Metro Police,1/31/2015,17,209
Metro Police,6/18/2016,20,156
Metro Police,10/7/2017,22,122
Metro Police,2/10/2018,25,113
Metro Police,7/14/2018,26,110
OMB ,4/25/2015,8,23
OMB ,6/4/2016,5,22
OMB ,9/24/2016,5,20
OMB ,7/29/2017,5,19
Parking Authority of River Cty,10/26/2013,2,9
Parking Authority of River Cty,12/21/2013,1,9
Parking Authority of River Cty,4/12/2014,2,9
Parking Authority of River Cty,3/12/2016,2,7
Parking Authority of River Cty,8/27/2016,1,7
Public Health & Wellness,1/18/2014,0,2
Parking Authority of River Cty,11/4/2017,2,5
Parking Authority of River Cty,2/10/2018,1,4
Parking Authority of River Cty,6/16/2018,1,4
Public Health & Wellness,1/2/2016,0,3
Public Health & Wellness,8/25/2018,1,3
Public Health & Wellness,5/18/2019,1,3
PW&A ,9/14/2013,24,92
PW&A ,12/21/2013,26,93
PW&A ,10/11/2014,28,86
PW&A ,8/1/2015,16,78
PW&A ,1/13/2018,14,56
Waterfront Development Corp,1/3/2015,3,6
Waterfront Development Corp,2/14/2015,3,6
Waterfront Development Corp,2/13/2016,1,6
Waterfront Development Corp,10/7/2017,3,6
Youth Detention Services      ,1/4/2014,1,6
Youth Detention Services      ,5/10/2014,1,6
Youth Detention Services      ,4/25/2015,0,3
Youth Detention Services      ,1/30/2016,0,2
Youth Detention Services      ,7/29/2017,2,3
Youth Detention Services      ,9/9/2017,1,2
Youth Detention Services      ,7/13/2019,0,2
Zoo,5/7/2016,8,39
Public Health & Wellness,6/29/2019,2,3
PW&A ,12/20/2014,23,85
PW&A ,11/21/2015,21,74
PW&A ,10/8/2016,24,70
PW&A ,5/6/2017,17,65
PW&A ,2/9/2019,16,48
PW&A ,6/15/2019,16,46
Waterfront Development Corp,1/4/2014,2,6
Youth Detention Services      ,8/30/2014,1,6
Youth Detention Services      ,1/3/2015,0,6
Youth Detention Services      ,1/17/2015,0,4
Youth Detention Services      ,6/6/2015,0,3
Youth Detention Services      ,11/17/2018,1,2
Zoo,5/10/2014,5,45
Zoo,3/25/2017,4,35
Zoo,11/18/2017,6,34
Zoo,7/13/2019,7,30
Waterfront Development Corp,10/22/2016,1,6
Waterfront Development Corp,6/30/2018,2,3
Waterfront Development Corp,3/23/2019,2,3
Youth Detention Services      ,8/31/2013,0,6
Youth Detention Services      ,2/13/2016,0,3
Youth Detention Services      ,5/6/2017,2,4
Youth Detention Services      ,5/5/2018,1,3
Youth Detention Services      ,12/15/2018,1,2
Youth Detention Services      ,6/1/2019,0,2
Zoo,11/9/2013,9,47
Zoo,5/23/2015,6,42
Zoo,8/26/2017,4,35
Zoo,10/7/2017,5,34
Zoo,8/11/2018,8,33
Zoo,3/9/2019,9,31
PW&A ,7/18/2015,14,79
PW&A ,11/7/2015,21,76
PW&A ,1/12/2019,14,48
Waterfront Development Corp,7/16/2016,1,6
Waterfront Development Corp,7/30/2016,1,6
Waterfront Development Corp,9/24/2016,2,6
Waterfront Development Corp,1/14/2017,2,6
Waterfront Development Corp,7/15/2017,2,6
Waterfront Development Corp,4/20/2019,2,3
Waterfront Development Corp,7/27/2019,2,3
Youth Detention Services      ,10/26/2013,0,6
Youth Detention Services      ,1/31/2015,0,4
Youth Detention Services      ,8/15/2015,0,2
Youth Detention Services      ,10/10/2015,0,2
Youth Detention Services      ,4/23/2016,0,4
Youth Detention Services      ,10/8/2016,0,4
Youth Detention Services      ,10/21/2017,1,2
Youth Detention Services      ,6/30/2018,1,2
Zoo,2/1/2014,7,44
Zoo,6/7/2014,6,44
Zoo,12/3/2016,6,39
Zoo,6/17/2017,4,36
Zoo,7/14/2018,7,33
Zoo,6/1/2019,9,30
Public Health & Wellness,7/1/2017,1,3
Public Health & Wellness,7/28/2018,1,3
Public Health & Wellness,2/9/2019,1,4
PW&A ,10/12/2013,25,92
PW&A ,12/6/2014,23,85
PW&A ,7/2/2016,28,72
PW&A ,12/3/2016,22,69
PW&A ,4/7/2018,17,54
PW&A ,7/28/2018,16,54
Waterfront Development Corp,8/31/2013,1,6
Waterfront Development Corp,11/23/2013,1,6
Waterfront Development Corp,3/1/2014,2,6
Waterfront Development Corp,11/21/2015,1,6
Waterfront Development Corp,5/6/2017,2,6
Waterfront Development Corp,7/1/2017,2,6
Waterfront Development Corp,5/5/2018,1,3
Waterfront Development Corp,6/2/2018,1,3
Waterfront Development Corp,5/4/2019,2,3
Youth Detention Services      ,10/12/2013,0,6
Youth Detention Services      ,4/11/2015,0,3
Youth Detention Services      ,1/2/2016,0,2
Zoo,7/5/2014,6,44
Zoo,9/27/2014,6,44
Zoo,3/14/2015,6,42
Zoo,4/25/2015,7,42
Zoo,5/21/2016,5,39
Zoo,10/6/2018,6,32
Zoo,2/9/2019,9,29
Zoo,6/29/2019,7,31
PW&A ,4/9/2016,29,73
PW&A ,7/30/2016,24,71
PW&A ,6/3/2017,18,62
PW&A ,6/17/2017,18,61
PW&A ,6/1/2019,14,47
PW&A ,7/27/2019,16,46
Waterfront Development Corp,4/12/2014,1,6
Waterfront Development Corp,8/16/2014,1,6
Waterfront Development Corp,12/6/2014,3,6
Waterfront Development Corp,7/2/2016,1,6
Waterfront Development Corp,4/8/2017,2,6
Waterfront Development Corp,12/30/2017,2,5
Waterfront Development Corp,9/22/2018,2,3
Waterfront Development Corp,12/15/2018,1,3
Waterfront Development Corp,1/12/2019,1,3
Waterfront Development Corp,4/6/2019,2,3
Waterfront Development Corp,5/18/2019,2,3
Youth Detention Services      ,6/18/2016,0,4
Youth Detention Services      ,9/10/2016,0,4
Youth Detention Services      ,4/22/2017,1,4
Youth Detention Services      ,9/23/2017,1,2
Youth Detention Services      ,3/10/2018,2,3
Youth Detention Services      ,7/28/2018,1,2
Youth Detention Services      ,3/9/2019,1,2
Youth Detention Services      ,6/29/2019,0,2
Zoo,10/12/2013,7,47
Zoo,11/7/2015,9,41
Zoo,1/13/2018,6,34
Parking Authority of River Cty,11/8/2014,2,9
Parking Authority of River Cty,6/20/2015,0,9
Parking Authority of River Cty,4/7/2018,1,4
Parking Authority of River Cty,9/22/2018,2,4
Public Health & Wellness,9/28/2013,0,2
Public Health & Wellness,12/7/2013,0,2
Public Health & Wellness,1/4/2014,0,2
Public Health & Wellness,7/13/2019,2,3
Public Health & Wellness,7/27/2019,2,3
PW&A ,6/21/2014,29,88
PW&A ,7/5/2014,29,87
PW&A ,5/21/2016,28,72
PW&A ,8/13/2016,22,70
PW&A ,3/24/2018,17,55
PW&A ,12/15/2018,14,48
PW&A ,8/10/2019,15,46
Waterfront Development Corp,9/28/2013,1,6
Waterfront Development Corp,6/7/2014,1,6
Waterfront Development Corp,7/28/2018,2,3
Waterfront Development Corp,6/29/2019,2,3
Youth Detention Services      ,4/12/2014,1,6
Youth Detention Services      ,9/26/2015,0,2
Youth Detention Services      ,12/19/2015,0,2
Youth Detention Services      ,3/26/2016,0,3
Youth Detention Services      ,4/8/2017,1,4
Zoo,11/23/2013,9,45
Zoo,11/21/2015,10,40
Zoo,1/30/2016,9,38
Zoo,12/16/2017,6,33
Zoo,6/15/2019,7,31
Public Health & Wellness,8/13/2016,0,3
Public Health & Wellness,3/25/2017,1,3
Public Health & Wellness,8/12/2017,1,4
Public Health & Wellness,9/9/2017,1,3
PW&A ,11/22/2014,24,85
PW&A ,3/25/2017,14,65
PW&A ,7/13/2019,16,46
Waterfront Development Corp,3/28/2015,2,6
Waterfront Development Corp,6/20/2015,2,6
Waterfront Development Corp,1/30/2016,1,6
Waterfront Development Corp,8/12/2017,2,6
Waterfront Development Corp,12/16/2017,2,5
Waterfront Development Corp,6/15/2019,2,3
Youth Detention Services      ,3/15/2014,1,6
Youth Detention Services      ,2/14/2015,0,4
Youth Detention Services      ,5/7/2016,0,4
Youth Detention Services      ,8/27/2016,0,4
Youth Detention Services      ,8/25/2018,1,2
Youth Detention Services      ,11/3/2018,2,2
Zoo,9/28/2013,7,47
Zoo,3/28/2015,6,42
Zoo,8/29/2015,8,41
Zoo,10/22/2016,4,39
Zoo,9/9/2017,4,35
Public Health & Wellness,12/19/2015,0,3
Public Health & Wellness,2/13/2016,0,3
Public Health & Wellness,2/24/2018,1,3
PW&A ,5/7/2016,27,72
PW&A ,9/23/2017,13,57
PW&A ,2/24/2018,17,55
Waterfront Development Corp,1/18/2014,2,6
Waterfront Development Corp,5/24/2014,1,6
Waterfront Development Corp,12/5/2015,1,6
Waterfront Development Corp,1/27/2018,1,5
Youth Detention Services      ,11/23/2013,0,6
Youth Detention Services      ,12/7/2013,0,6
Youth Detention Services      ,7/27/2019,0,2
Zoo,8/1/2015,6,42
Zoo,12/19/2015,10,39
Zoo,4/9/2016,7,38
Zoo,9/10/2016,5,40
Zoo,2/24/2018,6,33
Belle of Louisville           ,11/22/2014,0,1
Belle of Louisville           ,8/12/2017,0,1
Civic Innovation & Technology,11/9/2013,4,9
Civic Innovation & Technology,4/22/2017,1,6
Civic Innovation & Technology,7/1/2017,1,6
Civic Innovation & Technology,12/2/2017,1,6
Civic Innovation & Technology,3/23/2019,1,4
Civic Innovation & Technology,5/18/2019,1,4
Codes & Regulations,1/17/2015,5,20
Codes & Regulations,2/28/2015,6,20
Codes & Regulations,5/23/2015,6,21
Codes & Regulations,8/29/2015,6,23
Codes & Regulations,8/26/2017,6,23
Codes & Regulations,12/16/2017,5,23
Codes & Regulations,2/10/2018,8,21
Codes & Regulations,6/16/2018,9,23
Community Services,10/25/2014,2,12
Community Services,3/28/2015,1,11
Community Services,9/24/2016,2,8
Community Services,11/19/2016,2,8
Community Services,12/3/2016,2,8
Community Services,2/25/2017,1,8
Coroner                       ,9/13/2014,0,5
Coroner                       ,1/16/2016,0,3
Coroner                       ,1/28/2017,0,4
Coroner                       ,5/4/2019,0,7
Corrections                   ,4/12/2014,0,1
Corrections                   ,11/7/2015,0,1
Corrections                   ,12/1/2018,1,2
County Attorney               ,12/7/2013,0,7
County Attorney               ,7/19/2014,0,7
County Attorney               ,12/31/2016,0,3
County Attorney               ,2/11/2017,0,3
County Attorney               ,5/20/2017,0,3
County Attorney               ,9/23/2017,0,3
County Attorney               ,10/21/2017,0,3
County Attorney               ,6/30/2018,0,4
Develop Louisville,9/28/2013,4,16
Develop Louisville,9/27/2014,4,14
Develop Louisville,10/24/2015,3,12
Develop Louisville,6/2/2018,4,7
Emergency Mgt Agency/MetroSafe,8/27/2016,3,19
Emergency Mgt Agency/MetroSafe,2/25/2017,4,17
Emergency Mgt Agency/MetroSafe,11/18/2017,1,16
Emergency Mgt Agency/MetroSafe,9/22/2018,2,13
Fire & Rescue                 ,1/2/2016,16,117
Fire & Rescue                 ,4/7/2018,9,69
Fire & Rescue                 ,5/18/2019,6,58
Fleet & Facilities,3/9/2019,7,19
Human Relations Commission    ,11/22/2014,1,5
Human Relations Commission    ,5/23/2015,0,5
Human Relations Commission    ,6/4/2016,0,3
Human Relations Commission    ,10/8/2016,0,3
Human Relations Commission    ,12/17/2016,0,3
Human Relations Commission    ,3/11/2017,0,3
Human Relations Commission    ,8/11/2018,0,3
Human Resources,9/27/2014,1,5
Human Resources,11/22/2014,0,4
Human Resources,8/12/2017,0,4
Human Resources,6/2/2018,1,3
Kentuckiana Works Foundation,4/22/2017,0,1
Kentuckiana Works Foundation,3/10/2018,0,1
Kentuckiana Works Foundation,4/7/2018,0,1
Library,3/28/2015,10,67
Library,11/21/2015,12,61
Library,2/25/2017,5,53
Library,4/20/2019,6,45
Louisville Metro Council      ,3/25/2017,0,12
Louisville Metro Council      ,7/13/2019,1,8
Louisville Metro EMS,9/14/2013,0,7
Louisville Metro EMS,10/12/2013,0,7
Louisville Metro EMS,10/25/2014,0,6
Louisville Metro EMS,3/28/2015,0,5
Louisville Metro EMS,11/19/2016,0,4
Louisville Metro EMS,12/3/2016,0,4
Louisville Metro EMS,2/25/2017,0,4
Mayor's Office                ,6/20/2015,0,4
Mayor's Office                ,9/12/2015,1,6
Mayor's Office                ,4/9/2016,0,6
Mayor's Office                ,3/25/2017,0,6
Mayor's Office                ,12/30/2017,0,4
Mayor's Office                ,1/27/2018,0,5
Mayor's Office                ,7/13/2019,1,5
Metro Animal Services         ,12/7/2013,0,1
Metro Animal Services         ,5/24/2014,0,1
Metro Animal Services         ,2/11/2017,0,1
Metro Animal Services         ,9/23/2017,0,1
Metro Animal Services         ,3/9/2019,0,1
Metro Parks & Recreation,8/31/2013,24,82
Metro Parks & Recreation,5/5/2018,8,47
Metro Police,7/19/2014,15,224
Metro Police,5/21/2016,21,157
Metro Police,6/4/2016,20,157
Metro Police,8/13/2016,20,156
Metro Police,9/10/2016,19,150
Metro Police,10/21/2017,21,109
Metro Police,2/24/2018,24,113
OMB ,9/14/2013,11,28
Parking Authority of River Cty,11/7/2015,1,8
Parking Authority of River Cty,8/25/2018,1,4
Parking Authority of River Cty,2/9/2019,2,5
Public Health & Wellness,11/5/2016,0,3
PW&A ,8/27/2016,20,70
PW&A ,7/15/2017,18,60
Waterfront Development Corp,8/27/2016,1,6
Waterfront Development Corp,11/4/2017,2,6
Youth Detention Services      ,2/28/2015,0,4
Youth Detention Services      ,8/29/2015,0,2
Youth Detention Services      ,3/12/2016,0,3
Youth Detention Services      ,8/26/2017,1,2
Youth Detention Services      ,2/10/2018,2,3
Youth Detention Services      ,6/16/2018,1,2
Zoo,8/2/2014,5,44
Zoo,7/18/2015,6,42
Zoo,1/27/2018,6,34
Zoo,4/21/2018,6,34
Zoo,11/3/2018,6,32
Metro Police,1/26/2019,19,99
OMB ,5/10/2014,5,26
OMB ,12/2/2017,7,19
Parking Authority of River Cty,9/28/2013,2,9
Parking Authority of River Cty,2/28/2015,1,9
Parking Authority of River Cty,8/29/2015,1,8
Parking Authority of River Cty,6/18/2016,2,7
Parking Authority of River Cty,8/12/2017,2,5
Public Health & Wellness,7/19/2014,0,2
Public Health & Wellness,10/21/2017,1,3
Public Health & Wellness,6/16/2018,1,4
PW&A ,11/8/2014,26,86
PW&A ,9/26/2015,18,76
PW&A ,4/23/2016,28,73
PW&A ,1/28/2017,19,67
PW&A ,2/11/2017,19,67
PW&A ,6/30/2018,17,53
Waterfront Development Corp,3/15/2014,1,6
Waterfront Development Corp,6/4/2016,1,6
Waterfront Development Corp,12/17/2016,2,6
Waterfront Development Corp,7/29/2017,2,6
Waterfront Development Corp,10/20/2018,2,3
Waterfront Development Corp,8/10/2019,2,3
Youth Detention Services      ,6/3/2017,3,4
Youth Detention Services      ,1/27/2018,1,3
Youth Detention Services      ,3/24/2018,2,3
Zoo,10/26/2013,8,47
Zoo,1/17/2015,6,40
Zoo,12/31/2016,5,38
Zoo,2/10/2018,6,34
Zoo,6/16/2018,6,34
Parking Authority of River Cty,10/20/2018,2,4
Parking Authority of River Cty,2/23/2019,2,5
Public Health & Wellness,10/26/2013,0,2
Public Health & Wellness,12/16/2017,1,4
Public Health & Wellness,2/10/2018,1,4
Public Health & Wellness,2/23/2019,1,3
PW&A ,3/29/2014,25,88
PW&A ,5/9/2015,16,81
PW&A ,8/11/2018,16,53
Waterfront Development Corp,10/26/2013,1,6
Waterfront Development Corp,1/17/2015,3,6
Waterfront Development Corp,2/28/2015,2,6
Waterfront Development Corp,8/29/2015,2,6
Waterfront Development Corp,2/10/2018,1,5
Waterfront Development Corp,6/16/2018,1,3
Youth Detention Services      ,2/1/2014,1,6
Youth Detention Services      ,10/25/2014,1,6
Youth Detention Services      ,12/20/2014,0,6
Youth Detention Services      ,3/28/2015,0,3
Youth Detention Services      ,11/21/2015,0,2
Youth Detention Services      ,11/19/2016,0,3
Youth Detention Services      ,11/4/2017,1,2
Youth Detention Services      ,4/21/2018,2,3
Zoo,3/15/2014,5,45
Zoo,5/24/2014,5,44
Zoo,10/24/2015,8,41
Zoo,6/4/2016,5,40
Zoo,12/17/2016,5,37
Zoo,8/10/2019,8,30
Belle of Louisville           ,2/15/2014,0,1
Belle of Louisville           ,6/21/2014,1,2
Belle of Louisville           ,7/5/2014,1,2
Civic Innovation & Technology,8/31/2013,4,9
Civic Innovation & Technology,3/1/2014,4,9
Civic Innovation & Technology,3/28/2015,4,9
Civic Innovation & Technology,12/3/2016,1,6
Civic Innovation & Technology,8/12/2017,1,6
Civic Innovation & Technology,9/9/2017,1,6
Civic Innovation & Technology,2/9/2019,1,4
Codes & Regulations,6/7/2014,3,21
Codes & Regulations,5/19/2018,10,23
Codes & Regulations,7/28/2018,10,22
Codes & Regulations,6/29/2019,9,19
Community Services,6/7/2014,2,12
Community Services,9/10/2016,2,8
Community Services,4/22/2017,1,9
Community Services,5/19/2018,1,9
Community Services,7/28/2018,2,10
Coroner                       ,3/28/2015,0,5
Coroner                       ,8/12/2017,0,6
Coroner                       ,5/5/2018,0,6
Coroner                       ,6/2/2018,0,6
Corrections                   ,3/15/2014,0,1
Corrections                   ,4/21/2018,0,2
Corrections                   ,11/3/2018,1,2
County Attorney               ,8/29/2015,0,4
County Attorney               ,11/21/2015,0,4
County Attorney               ,6/4/2016,0,4
Develop Louisville,9/14/2013,4,16
Develop Louisville,5/9/2015,4,12
Develop Louisville,4/23/2016,3,11
Develop Louisville,1/14/2017,1,10
Develop Louisville,5/18/2019,2,5
Economic Development ,4/26/2014,2,5
Economic Development ,5/10/2014,2,5
Economic Development ,5/7/2016,0,2
