MONTH_END_DATE,DEPT,REG_TEMP,AGE_GROUP_AT_DEPARTURE,ETHNIC_GROUP,GENDER,YEARS_IN_METRO,REASON,LEAVE_TYPE,EMP_LEFT,DEPT_EMP_LEFT,REG_TEMP_DEPT_TOTAL_EMP,DEPT_TOTAL_EMP,METRO_EMP_LEFT,REG_TEMP_METRO_TOTAL_EMP,METRO_TOTAL_EMP,MONTH,YEAR
2/28/2014,Parking Authority of River Cty,R,20 to 29 years,BLACK,M,1 to 4.9 years,Resigned in Lieu of Dismissal,Voluntary,1,1,5,5,63,536,543,February,2014
3/31/2014,Civic Innovation & Technology,R,30 to 44 years,WHITE,M,Under 1 year,Administration Change         ,Involuntary,1,3,8,8,52,533,540,March,2014
3/31/2014,Community Services,NULL,20 to 29 years,BLACK,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,6,NULL,NULL,NULL,NULL,NULL,March,2014
3/31/2014,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,2,7,111,111,52,533,540,March,2014
3/31/2014,PW&A ,R,60 to 74 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,8,56,56,52,533,540,March,2014
3/31/2014,Youth Detention Services      ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,2,3,3,52,533,540,March,2014
10/31/2012,Corrections                   ,NULL,30 to 44 years,WHITE,M,5 to 9.9 years,Resignation - DO NOT REHIRE,Voluntary,1,2,NULL,NULL,NULL,NULL,NULL,October,2012
10/31/2012,PW&A ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,4,66,66,189,659,676,October,2012
10/31/2012,Zoo,T,Over 74,WHITE,M,5 to 9.9 years,End Temporary Employment      ,Temp/Seasonal,1,103,5,37,189,17,676,October,2012
11/30/2012,Metro Parks & Recreation,T,30 to 44 years,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,31,5,60,97,15,669,November,2012
11/30/2012,Metro Parks & Recreation,T,45 to 59 years,WHITE,M,15 to 19.9 years,End Temporary Employment      ,Temp/Seasonal,1,31,5,60,97,15,669,November,2012
12/31/2012,Metro Parks & Recreation,R,30 to 44 years,BLACK,M,5 to 9.9 years,Resignation                   ,Voluntary,1,7,55,58,65,645,656,December,2012
12/31/2012,PW&A ,R,30 to 44 years,BLACK,F,1 to 4.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,4,65,65,65,645,656,December,2012
1/31/2013,Community Services,NULL,45 to 59 years,BLACK,F,Under 1 year,Resignation                   ,Voluntary,1,4,NULL,NULL,NULL,NULL,NULL,January,2013
1/31/2013,Metro Police,R,60 to 74 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,1,6,152,152,61,633,643,January,2013
2/28/2013,County Attorney               ,R,45 to 59 years,WHITE,F,5 to 9.9 years,Normal Retirement             ,Retired,1,2,4,4,42,628,637,February,2013
3/31/2013,Corrections                   ,NULL,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,March,2013
3/31/2013,Zoo,T,60 to 74 years,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,7,5,36,72,12,636,March,2013
4/30/2013,OMB ,R,30 to 44 years,BLACK,M,10 to 14.9 years,Resignation                   ,Voluntary,1,2,21,21,57,612,626,April,2013
7/31/2013,Emergency Mgt Agency/MetroSafe,R,30 to 44 years,BLACK,F,15 to 19.9 years,Resignation                   ,Voluntary,1,2,21,21,140,601,616,July,2013
7/31/2013,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,13,9,9,140,601,616,July,2013
7/31/2013,Metro Parks & Recreation,T,20 to 29 years,BLACK,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,38,5,57,140,15,616,July,2013
7/31/2013,Metro Parks & Recreation,T,Under 20,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,3,38,5,57,140,15,616,July,2013
7/31/2013,Metro Police,R,30 to 44 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,2,21,134,134,140,601,616,July,2013
7/31/2013,Zoo,T,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,9,5,35,140,15,616,July,2013
8/31/2013,Metro Parks & Recreation,T,Under 20,BLACK,M,Under 1 year,Resignation                   ,Voluntary,1,86,6,56,194,16,585,August,2013
8/31/2013,Zoo,T,20 to 29 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,41,5,35,194,16,585,August,2013
8/31/2013,Zoo,T,Under 20,WHITE,F,Under 1 year,Release (BXers)               ,Involuntary,1,41,5,35,194,16,585,August,2013
9/30/2013,Kentuckiana Works Foundation,R,30 to 44 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,1,1,1,61,562,577,September,2013
10/31/2013,Civic Innovation & Technology,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,8,8,114,554,568,October,2013
10/31/2013,Metro Parks & Recreation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,50,55,114,554,568,October,2013
10/31/2013,Zoo,R,45 to 59 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,62,30,34,114,554,568,October,2013
10/31/2013,Zoo,T,20 to 29 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,4,62,4,34,114,14,568,October,2013
10/31/2013,Zoo,T,60 to 74 years,WHITE,M,10 to 14.9 years,End Seasonal Employment,Temp/Seasonal,1,62,4,34,114,14,568,October,2013
11/30/2013,Civic Innovation & Technology,R,30 to 44 years,WHITE,F,Under 1 year,Dismissed during Probation,Involuntary,1,1,8,8,150,549,562,November,2013
11/30/2013,Metro Parks & Recreation,T,30 to 44 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,2,23,4,54,150,13,562,November,2013
11/30/2013,Metro Police,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation                   ,Voluntary,1,11,117,117,150,549,562,November,2013
11/30/2013,Zoo,T,60 to 74 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,65,4,34,150,13,562,November,2013
11/30/2013,Zoo,T,Under 20,BLACK,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,65,4,34,150,13,562,November,2013
11/30/2013,Zoo,T,Under 20,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,5,65,4,34,150,13,562,November,2013
12/31/2013,Civic Innovation & Technology,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,8,8,51,546,555,December,2013
12/31/2013,Human Resources,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,51,546,555,December,2013
1/31/2014,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,3,3,40,539,546,January,2014
9/30/2012,Corrections                   ,NULL,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,2,NULL,NULL,NULL,NULL,NULL,September,2012
9/30/2012,Fire & Rescue,R,45 to 59 years,BLACK,M,15 to 19.9 years,Normal Retirement             ,Retired,1,2,119,119,71,664,681,September,2012
9/30/2012,Public Health & Wellness,R,60 to 74 years,WHITE,M,5 to 9.9 years,Normal Retirement             ,Retired,1,6,1,1,71,664,681,September,2012
9/30/2012,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,6,5,38,71,17,681,September,2012
10/31/2012,Library,R,20 to 29 years,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,5,47,51,189,659,676,October,2012
10/31/2012,Louisville Metro EMS,R,20 to 29 years,WHITE,M,5 to 9.9 years,Resignation - DO NOT REHIRE,Voluntary,1,3,10,10,189,659,676,October,2012
10/31/2012,Metro Parks & Recreation,T,20 to 29 years,WHITE,F,5 to 9.9 years,End Temporary Employment      ,Temp/Seasonal,1,16,6,61,189,17,676,October,2012
10/31/2012,Waterfront Development Corp,T,Under 20,BLACK,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,1,5,189,17,676,October,2012
11/30/2012,Library,R,Over 74,WHITE,M,Over 20,Health Reasons                ,Other,1,2,46,50,97,654,669,November,2012
11/30/2012,Metro Parks & Recreation,T,45 to 59 years,BLACK,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,31,5,60,97,15,669,November,2012
11/30/2012,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,31,5,60,97,15,669,November,2012
11/30/2012,Zoo,T,20 to 29 years,BLACK,M,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,24,4,36,97,15,669,November,2012
12/31/2012,Community Services,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,6,9,9,65,645,656,December,2012
12/31/2012,Corrections                   ,NULL,20 to 29 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,5,NULL,NULL,NULL,NULL,NULL,December,2012
1/31/2013,County Attorney               ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,61,633,643,January,2013
1/31/2013,Louisville Metro EMS,R,30 to 44 years,WHITE,F,Under 1 year,Resignation                   ,Voluntary,1,4,9,9,61,633,643,January,2013
1/31/2013,Public Health & Wellness,R,45 to 59 years,BLACK,M,5 to 9.9 years,Resignation                   ,Voluntary,1,5,1,1,61,633,643,January,2013
3/31/2013,Community Services,NULL,20 to 29 years,BLACK,F,Under 1 year,Resignation                   ,Voluntary,1,17,NULL,NULL,NULL,NULL,NULL,March,2013
3/31/2013,Metro Police,R,45 to 59 years,BLACK,F,15 to 19.9 years,Resignation                   ,Voluntary,1,12,150,150,72,624,636,March,2013
4/30/2013,Metro Police,R,60 to 74 years,BLACK,M,10 to 14.9 years,Death                         ,Other,1,7,141,141,57,612,626,April,2013
4/30/2013,Zoo,T,Under 20,WHITE,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,7,5,35,57,14,626,April,2013
5/31/2013,Kentuckiana Works Foundation,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,72,609,625,May,2013
5/31/2013,Youth Detention Services      ,R,30 to 44 years,BLACK,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,2,3,3,72,609,625,May,2013
5/31/2013,Zoo,T,Under 20,WHITE,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,14,6,36,72,16,625,May,2013
6/30/2013,Metro Police,R,45 to 59 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,6,136,136,65,604,620,June,2013
7/31/2013,Louisville Metro EMS,R,30 to 44 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,13,9,9,140,601,616,July,2013
7/31/2013,Metro Parks & Recreation,T,Under 20,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,7,38,5,57,140,15,616,July,2013
8/31/2013,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,9,86,6,56,194,16,585,August,2013
8/31/2013,Metro Parks & Recreation,T,Under 20,BLACK,F,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,86,6,56,194,16,585,August,2013
8/31/2013,PW&A ,R,30 to 44 years,WHITE,F,1 to 4.9 years,Dismissed - Elig for Rehire,Involuntary,1,4,61,61,194,569,585,August,2013
8/31/2013,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,41,5,35,194,16,585,August,2013
8/31/2013,Zoo,T,Under 20,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,6,41,5,35,194,16,585,August,2013
9/30/2013,Coroner                       ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,4,61,562,577,September,2013
9/30/2013,Louisville Metro Council      ,NULL,Under 20,BLACK,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,3,NULL,NULL,NULL,NULL,NULL,September,2013
9/30/2013,Metro Police,R,45 to 59 years,WHITE,F,15 to 19.9 years,Resignation - DO NOT REHIRE,Voluntary,1,8,121,121,61,562,577,September,2013
10/31/2013,Develop Louisville,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,11,114,554,568,October,2013
10/31/2013,Louisville Metro EMS,R,20 to 29 years,WHITE,F,Under 1 year,Dismissed during Probation,Involuntary,1,2,4,4,114,554,568,October,2013
9/30/2012,Louisville Metro EMS,R,30 to 44 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,6,11,11,71,664,681,September,2012
9/30/2012,PW&A ,R,45 to 59 years,WHITE,M,5 to 9.9 years,Resignation                   ,Voluntary,1,5,66,66,71,664,681,September,2012
9/30/2012,Youth Detention Services      ,R,30 to 44 years,BLACK,M,Under 1 year,Resignation                   ,Voluntary,1,3,4,4,71,664,681,September,2012
9/30/2012,Zoo,T,45 to 59 years,WHITE,F,Under 1 year,No Show - DO NOT REHIRE,Other,1,6,5,38,71,17,681,September,2012
10/31/2012,Belle of Louisville           ,NULL,20 to 29 years,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,2,29,NULL,NULL,NULL,NULL,NULL,October,2012
10/31/2012,Library,R,60 to 74 years,WHITE,F,Over 20,Normal Retirement             ,Retired,1,5,47,51,189,659,676,October,2012
10/31/2012,Metro Parks & Recreation,R,20 to 29 years,WHITE,F,5 to 9.9 years,Resignation                   ,Voluntary,2,16,55,61,189,659,676,October,2012
11/30/2012,Fleet & Facilities,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,1,21,21,97,654,669,November,2012
11/30/2012,Louisville Metro EMS,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation - DO NOT REHIRE,Voluntary,1,3,10,10,97,654,669,November,2012
11/30/2012,Metro Police,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,3,8,161,161,97,654,669,November,2012
12/31/2012,Economic Development ,R,60 to 74 years,BLACK,M,15 to 19.9 years,Normal Retirement             ,Retired,1,2,8,8,65,645,656,December,2012
12/31/2012,Fleet & Facilities,R,30 to 44 years,WHITE,M,1 to 4.9 years,Dismissed - DO NOT REHIRE,Involuntary,1,2,21,21,65,645,656,December,2012
12/31/2012,Metro Parks & Recreation,T,Under 20,WHITE,M,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,7,3,58,65,11,656,December,2012
12/31/2012,Metro Police,R,30 to 44 years,WHITE,M,15 to 19.9 years,Normal Retirement             ,Retired,1,12,156,156,65,645,656,December,2012
1/31/2013,Metro Animal Services         ,R,30 to 44 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,3,1,1,61,633,643,January,2013
2/28/2013,Codes & Regulations,R,30 to 44 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,4,16,16,42,628,637,February,2013
2/28/2013,Public Health & Wellness,R,45 to 59 years,BLACK,F,Under 1 year,Resigned in Lieu of Dismissal,Voluntary,1,3,1,1,42,628,637,February,2013
3/31/2013,Emergency Mgt Agency/MetroSafe,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,21,21,72,624,636,March,2013
3/31/2013,Metro Animal Services         ,R,20 to 29 years,BLACK,M,Under 1 year,Dismissed - DO NOT REHIRE,Involuntary,1,3,1,1,72,624,636,March,2013
3/31/2013,Metro Parks & Recreation,R,45 to 59 years,WHITE,M,10 to 14.9 years,Job Abandonmnt - DO NOT REHIRE,Voluntary,1,7,53,56,72,624,636,March,2013
4/30/2013,Louisville Metro EMS,R,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,6,9,9,57,612,626,April,2013
5/31/2013,Commonwealth Attorney         ,NULL,30 to 44 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,May,2013
5/31/2013,Fire & Rescue,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,112,112,72,609,625,May,2013
5/31/2013,Metro Police,R,45 to 59 years,BLACK,F,10 to 14.9 years,Resignation                   ,Voluntary,1,11,138,138,72,609,625,May,2013
6/30/2013,Codes & Regulations,R,30 to 44 years,WHITE,M,Under 1 year,Resignation - DO NOT REHIRE,Voluntary,1,3,16,16,65,604,620,June,2013
6/30/2013,Emergency Mgt Agency/MetroSafe,R,60 to 74 years,BLACK,F,5 to 9.9 years,Normal Retirement             ,Retired,1,2,21,21,65,604,620,June,2013
7/31/2013,Community Services,R,30 to 44 years,BLACK,F,10 to 14.9 years,Disability                    ,Retired,1,4,9,9,140,601,616,July,2013
7/31/2013,Fire & Rescue,R,30 to 44 years,BLACK,M,Over 20,Normal Retirement             ,Retired,1,8,112,112,140,601,616,July,2013
7/31/2013,Fleet & Facilities,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,2,21,21,140,601,616,July,2013
7/31/2013,Louisville Metro Council      ,R,60 to 74 years,BLACK,F,5 to 9.9 years,Resignation                   ,Voluntary,1,1,11,11,140,601,616,July,2013
7/31/2013,Metro Parks & Recreation,T,Under 20,WHITE,M,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,2,38,5,57,140,15,616,July,2013
8/31/2013,Belle of Louisville           ,NULL,Under 20,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,8,NULL,NULL,NULL,NULL,NULL,August,2013
8/31/2013,Metro Parks & Recreation,T,20 to 29 years,WHITE,F,Under 1 year,End Temporary Employment      ,Temp/Seasonal,1,86,6,56,194,16,585,August,2013
8/31/2013,Zoo,T,Under 20,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,41,5,35,194,16,585,August,2013
9/30/2013,Community Services,NULL,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,1,NULL,NULL,NULL,NULL,NULL,September,2013
9/30/2013,Metro Parks & Recreation,T,20 to 29 years,BLACK,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,12,6,56,61,15,577,September,2013
10/31/2013,Zoo,T,60 to 74 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,62,4,34,114,14,568,October,2013
11/30/2013,Zoo,T,30 to 44 years,WHITE,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,65,4,34,150,13,562,November,2013
12/31/2013,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,Metro Parks & Recreation,T,Under 20,BLACK,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,17,3,53,51,9,555,December,2013
12/31/2013,Metro Police,R,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,2,114,114,51,546,555,December,2013
12/31/2013,Zoo,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,32,51,9,555,December,2013
1/31/2014,Metro Parks & Recreation,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,5,50,52,40,539,546,January,2014
1/31/2014,Metro Police,R,20 to 29 years,WHITE,M,1 to 4.9 years,Resignation                   ,Voluntary,1,3,113,113,40,539,546,January,2014
2/28/2014,Mayor's Office                ,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,5,5,63,536,543,February,2014
2/28/2014,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,5 to 9.9 years,End Seasonal Employment,Temp/Seasonal,1,20,2,53,63,7,543,February,2014
3/31/2014,OMB ,R,60 to 74 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,1,18,18,52,533,540,March,2014
4/30/2014,Metro Parks & Recreation,R,60 to 74 years,WHITE,M,10 to 14.9 years,Normal Retirement             ,Retired,1,5,50,53,65,530,539,April,2014
5/31/2014,County Attorney               ,R,45 to 59 years,WHITE,F,10 to 14.9 years,Normal Retirement             ,Retired,1,2,4,4,70,528,540,May,2014
5/31/2014,Metro Parks & Recreation,T,30 to 44 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,17,6,55,70,12,540,May,2014
5/31/2014,Zoo,T,20 to 29 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,10,3,31,70,12,540,May,2014
6/30/2014,Library,R,20 to 29 years,WHITE,F,1 to 4.9 years,Resignation                   ,Voluntary,1,7,39,41,92,526,537,June,2014
6/30/2014,Library,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,41,92,11,537,June,2014
6/30/2014,Zoo,T,20 to 29 years,WHITE,F,Under 1 year,Dismissed - Elig for Rehire,Involuntary,1,6,3,31,92,11,537,June,2014
7/31/2014,Metro Parks & Recreation,T,30 to 44 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,44,5,54,161,11,530,July,2014
8/31/2014,Fleet & Facilities,NULL,45 to 59 years,WHITE,M,1 to 4.9 years,End Temporary Employment      ,Temp/Seasonal,1,1,NULL,NULL,NULL,NULL,NULL,August,2014
8/31/2014,Metro Parks & Recreation,T,20 to 29 years,WHITE,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,5,133,4,52,223,10,519,August,2014
8/31/2014,Metro Parks & Recreation,T,30 to 44 years,WHITE,F,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,1,133,4,52,223,10,519,August,2014
8/31/2014,Youth Detention Services      ,R,30 to 44 years,BLACK,F,1 to 4.9 years,Resignation                   ,Voluntary,1,6,3,3,223,509,519,August,2014
9/30/2014,Metro Parks & Recreation,T,60 to 74 years,WHITE,M,1 to 4.9 years,End Seasonal Employment,Temp/Seasonal,2,21,4,48,72,10,504,September,2014
9/30/2014,Waterfront Development Corp,R,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4,5,72,494,504,September,2014
9/30/2014,Waterfront Development Corp,T,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,5,72,10,504,September,2014
10/31/2014,Corrections                   ,NULL,30 to 44 years,WHITE,M,Under 1 year,Resignation                   ,Voluntary,1,5,NULL,NULL,NULL,NULL,NULL,October,2014
10/31/2014,Emergency Mgt Agency/MetroSafe,R,45 to 59 years,WHITE,M,Over 20,Normal Retirement             ,Retired,1,3,16,16,225,490,498,October,2014
10/31/2014,Metro Parks & Recreation,T,30 to 44 years,BLACK,M,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,17,2,46,225,8,498,October,2014
10/31/2014,Youth Detention Services      ,R,45 to 59 years,BLACK,F,Over 20,Normal Retirement             ,Retired,1,1,3,3,225,490,498,October,2014
10/31/2014,Zoo,T,20 to 29 years,BLACK,F,Under 1 year,End Seasonal Employment,Temp/Seasonal,1,137,3,30,225,8,498,October,2014
