DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,PARETO_TYPE,TOTAL_HOURS,TOTAL EMPLOYEE,TOTAL AVAL HOURS,LOST WORKTIME RATE
Civic Innovation & Technology,2/13/2016,SICK,175.9,60,4800,0.036645
Civic Innovation & Technology,2/27/2016,SICK,310,61,4880,0.063524
Civic Innovation & Technology,3/12/2016,FUNERAL,56,62,4960,0.01129
Civic Innovation & Technology,3/12/2016,JURY DUTY,17,62,4960,0.003427
Civic Innovation & Technology,3/12/2016,SICK,163.4,62,4960,0.032943
Civic Innovation & Technology,3/26/2016,FMLA,4,62,4960,0.000806
Civic Innovation & Technology,3/26/2016,SICK,102.2,62,4960,0.020604
Civic Innovation & Technology,4/9/2016,FMLA,29.8,62,4960,0.006008
Civic Innovation & Technology,4/9/2016,SICK,104.65,62,4960,0.021098
Civic Innovation & Technology,4/23/2016,FMLA,8.7,63,5040,0.001726
Civic Innovation & Technology,4/23/2016,FUNERAL,24,63,5040,0.004761
Civic Innovation & Technology,4/23/2016,JURY DUTY,24,63,5040,0.004761
Civic Innovation & Technology,4/23/2016,MILITARY,16,63,5040,0.003174
Civic Innovation & Technology,4/23/2016,SICK,105.3,63,5040,0.020892
Civic Innovation & Technology,4/23/2016,UNPAID ABSENCE,2.2,63,5040,0.000436
Civic Innovation & Technology,5/7/2016,FMLA,8,64,5120,0.001562
Civic Innovation & Technology,5/7/2016,FUNERAL,16,64,5120,0.003125
Civic Innovation & Technology,5/7/2016,SICK,66,64,5120,0.01289
Civic Innovation & Technology,5/21/2016,FMLA,15,65,5200,0.002884
Civic Innovation & Technology,5/21/2016,FUNERAL,20.5,65,5200,0.003942
Civic Innovation & Technology,5/21/2016,SICK,107.9,65,5200,0.02075
Civic Innovation & Technology,6/4/2016,FMLA,21,66,5280,0.003977
Civic Innovation & Technology,6/4/2016,FUNERAL,24,66,5280,0.004545
Civic Innovation & Technology,6/4/2016,SICK,120.7,66,5280,0.022859
Civic Innovation & Technology,6/18/2016,FMLA,16,66,5280,0.00303
Civic Innovation & Technology,6/18/2016,SICK,62.6,66,5280,0.011856
Civic Innovation & Technology,7/2/2016,FMLA,15.5,66,5280,0.002935
Civic Innovation & Technology,7/2/2016,SICK,36.4,66,5280,0.006893
Civic Innovation & Technology,7/16/2016,FMLA,2.3,66,5280,0.000435
Civic Innovation & Technology,7/16/2016,FUNERAL,24,66,5280,0.004545
Civic Innovation & Technology,7/16/2016,SICK,76.12,66,5280,0.014416
Civic Innovation & Technology,7/16/2016,UNPAID ABSENCE,1.88,66,5280,0.000356
Civic Innovation & Technology,7/30/2016,FMLA,16.4,66,5280,0.003106
Civic Innovation & Technology,7/30/2016,SICK,163.6,66,5280,0.030984
Civic Innovation & Technology,8/13/2016,FMLA,20.1,65,5200,0.003865
Civic Innovation & Technology,8/13/2016,FUNERAL,16,65,5200,0.003076
Civic Innovation & Technology,8/13/2016,MILITARY,48,65,5200,0.00923
Civic Innovation & Technology,8/13/2016,SICK,136.23,65,5200,0.026198
Civic Innovation & Technology,8/13/2016,UNPAID ABSENCE,14.95,65,5200,0.002875
Civic Innovation & Technology,8/27/2016,FMLA,19.2,66,5264,0.003647
Civic Innovation & Technology,8/27/2016,MILITARY,40,66,5264,0.007598
Civic Innovation & Technology,8/27/2016,SICK,53.4,66,5264,0.010144
Civic Innovation & Technology,8/27/2016,UNPAID ABSENCE,14.5,66,5264,0.002754
Civic Innovation & Technology,9/10/2016,FMLA,2.3,68,5424,0.000424
Civic Innovation & Technology,9/10/2016,SICK,67.7,68,5424,0.012481
Civic Innovation & Technology,9/10/2016,UNPAID ABSENCE,8.12,68,5424,0.001497
Civic Innovation & Technology,9/24/2016,FMLA,43.5,66,5264,0.008263
Civic Innovation & Technology,9/24/2016,SICK,95.7,66,5264,0.01818
Civic Innovation & Technology,9/24/2016,UNPAID ABSENCE,6.5,66,5264,0.001234
Civic Innovation & Technology,10/8/2016,FMLA,40,66,5264,0.007598
Civic Innovation & Technology,10/8/2016,FUNERAL,24,66,5264,0.004559
Civic Innovation & Technology,10/8/2016,MILITARY,8,66,5264,0.001519
Civic Innovation & Technology,10/8/2016,SICK,97.83,66,5264,0.018584
Civic Innovation & Technology,10/22/2016,FMLA,6.5,64,5104,0.001273
Civic Innovation & Technology,10/22/2016,SICK,142.22,64,5104,0.027864
Civic Innovation & Technology,10/22/2016,UNPAID ABSENCE,11.78,64,5104,0.002307
Civic Innovation & Technology,11/5/2016,FMLA,5.3,65,5184,0.001022
Civic Innovation & Technology,11/5/2016,FUNERAL,24,65,5184,0.004629
Civic Innovation & Technology,11/5/2016,MILITARY,40,65,5184,0.007716
Civic Innovation & Technology,11/5/2016,SICK,36.2,65,5184,0.006983
Civic Innovation & Technology,11/5/2016,UNPAID ABSENCE,5.64,65,5184,0.001087
Civic Innovation & Technology,11/19/2016,FMLA,2.2,65,5184,0.000424
Civic Innovation & Technology,11/19/2016,FUNERAL,24,65,5184,0.004629
Civic Innovation & Technology,11/19/2016,MILITARY,80,65,5184,0.015432
Civic Innovation & Technology,11/19/2016,SICK,193.2,65,5184,0.037268
Civic Innovation & Technology,11/19/2016,UNPAID ABSENCE,28.8,65,5184,0.005555
Civic Innovation & Technology,12/3/2016,FMLA,8,66,5264,0.001519
Civic Innovation & Technology,12/3/2016,MILITARY,24,66,5264,0.004559
Civic Innovation & Technology,12/3/2016,SICK,62.6,66,5264,0.011892
Civic Innovation & Technology,12/17/2016,FMLA,8,68,5424,0.001474
Civic Innovation & Technology,12/17/2016,FUNERAL,16,68,5424,0.002949
Civic Innovation & Technology,12/17/2016,SICK,135.65,68,5424,0.025009
Civic Innovation & Technology,12/31/2016,SICK,72.65,68,5424,0.013394
Civic Innovation & Technology,12/31/2016,UNPAID ABSENCE,2.92,68,5424,0.000538
Civic Innovation & Technology,1/14/2017,FMLA,8,71,5664,0.001412
Civic Innovation & Technology,1/14/2017,FUNERAL,24,71,5664,0.004237
Civic Innovation & Technology,1/14/2017,MILITARY,8,71,5664,0.001412
Civic Innovation & Technology,1/14/2017,SICK,76.6,71,5664,0.013524
Civic Innovation & Technology,1/28/2017,FMLA,0.2,72,5744,0.000034
Civic Innovation & Technology,1/28/2017,FUNERAL,16,72,5744,0.002785
Civic Innovation & Technology,1/28/2017,SICK,52.4,72,5744,0.009122
Civic Innovation & Technology,2/11/2017,SICK,207.55,72,5744,0.036133
Civic Innovation & Technology,2/11/2017,UNPAID ABSENCE,8,72,5744,0.001392
Civic Innovation & Technology,2/25/2017,FMLA,44.3,73,5824,0.007606
Civic Innovation & Technology,2/25/2017,SICK,97.2,73,5824,0.016689
Civic Innovation & Technology,3/11/2017,FMLA,109.1,71,5664,0.019262
Civic Innovation & Technology,3/11/2017,MILITARY,8,71,5664,0.001412
Civic Innovation & Technology,3/11/2017,SICK,154.58,71,5664,0.027291
Civic Innovation & Technology,3/11/2017,UNPAID ABSENCE,5,71,5664,0.000882
Civic Innovation & Technology,3/11/2017,WORKERS COMP,8,71,5664,0.001412
Civic Innovation & Technology,3/25/2017,FMLA,82,71,5664,0.014477
Civic Innovation & Technology,3/25/2017,MILITARY,8,71,5664,0.001412
Civic Innovation & Technology,3/25/2017,SICK,337.75,71,5664,0.059631
Civic Innovation & Technology,4/8/2017,FMLA,82.7,70,5584,0.01481
Civic Innovation & Technology,4/8/2017,SICK,74.4,70,5584,0.013323
Civic Innovation & Technology,4/22/2017,FMLA,172,68,5424,0.03171
Civic Innovation & Technology,4/22/2017,FUNERAL,32,68,5424,0.005899
Civic Innovation & Technology,4/22/2017,SICK,98.25,68,5424,0.018113
Civic Innovation & Technology,4/22/2017,UNPAID ABSENCE,5.5,68,5424,0.001014
Civic Innovation & Technology,5/6/2017,FMLA,168,68,5424,0.030973
Civic Innovation & Technology,5/6/2017,FUNERAL,24,68,5424,0.004424
Civic Innovation & Technology,5/6/2017,SICK,68.85,68,5424,0.012693
Civic Innovation & Technology,5/20/2017,FMLA,129,69,5504,0.023437
Civic Innovation & Technology,5/20/2017,MILITARY,40,69,5504,0.007267
Civic Innovation & Technology,5/20/2017,SICK,45.5,69,5504,0.008266
Civic Innovation & Technology,5/20/2017,UNPAID ABSENCE,7.1,69,5504,0.001289
Civic Innovation & Technology,6/3/2017,FMLA,73,68,5424,0.013458
Civic Innovation & Technology,6/3/2017,FUNERAL,24,68,5424,0.004424
Civic Innovation & Technology,6/3/2017,SICK,54.6,68,5424,0.010066
Civic Innovation & Technology,6/17/2017,FMLA,44.5,69,5504,0.008085
Civic Innovation & Technology,6/17/2017,MILITARY,80,69,5504,0.014534
Civic Innovation & Technology,6/17/2017,SICK,82.65,69,5504,0.015016
Civic Innovation & Technology,6/17/2017,UNPAID ABSENCE,0,69,5504,0
Civic Innovation & Technology,7/1/2017,FMLA,1.7,69,5504,0.000308
Civic Innovation & Technology,7/1/2017,MILITARY,8,69,5504,0.001453
Civic Innovation & Technology,7/1/2017,SICK,114.3,69,5504,0.020766
Civic Innovation & Technology,7/15/2017,FMLA,2.8,70,5584,0.000501
Civic Innovation & Technology,7/15/2017,FUNERAL,24,70,5584,0.004297
Civic Innovation & Technology,7/15/2017,SICK,83.1,70,5584,0.014881
Civic Innovation & Technology,7/29/2017,FMLA,69,70,5584,0.012356
Civic Innovation & Technology,7/29/2017,FUNERAL,24,70,5584,0.004297
Civic Innovation & Technology,7/29/2017,SICK,128.15,70,5584,0.022949
Civic Innovation & Technology,8/12/2017,FMLA,82.2,72,5744,0.01431
Civic Innovation & Technology,8/12/2017,SICK,116.4,72,5744,0.020264
Civic Innovation & Technology,8/26/2017,FMLA,81.5,72,5744,0.014188
Civic Innovation & Technology,8/26/2017,FUNERAL,16,72,5744,0.002785
Civic Innovation & Technology,8/26/2017,JURY DUTY,40,72,5744,0.006963
Civic Innovation & Technology,8/26/2017,SICK,148.95,72,5744,0.025931
Civic Innovation & Technology,9/9/2017,FMLA,24,73,5824,0.00412
Civic Innovation & Technology,9/9/2017,SICK,60,73,5824,0.010302
Civic Innovation & Technology,9/23/2017,FMLA,40,72,5744,0.006963
Civic Innovation & Technology,9/23/2017,MILITARY,64,72,5744,0.011142
Civic Innovation & Technology,9/23/2017,SICK,127.55,72,5744,0.022205
Civic Innovation & Technology,10/7/2017,FMLA,87.2,72,5744,0.015181
Civic Innovation & Technology,10/7/2017,SICK,165.2,72,5744,0.02876
Civic Innovation & Technology,10/21/2017,FMLA,82.25,72,5744,0.014319
Civic Innovation & Technology,10/21/2017,FUNERAL,32,72,5744,0.005571
Civic Innovation & Technology,10/21/2017,MILITARY,8,72,5744,0.001392
Civic Innovation & Technology,10/21/2017,SICK,117.5,72,5744,0.020456
Civic Innovation & Technology,11/4/2017,FMLA,80,73,5824,0.013736
Civic Innovation & Technology,11/4/2017,FUNERAL,40,73,5824,0.006868
Civic Innovation & Technology,11/4/2017,MILITARY,8,73,5824,0.001373
Civic Innovation & Technology,11/4/2017,SICK,158.55,73,5824,0.027223
Civic Innovation & Technology,11/18/2017,FMLA,90.9,72,5744,0.015825
Civic Innovation & Technology,11/18/2017,FUNERAL,8,72,5744,0.001392
Civic Innovation & Technology,11/18/2017,SICK,154,72,5744,0.02681
Civic Innovation & Technology,12/2/2017,FMLA,72,71,5664,0.012711
Civic Innovation & Technology,12/2/2017,SICK,131.1,71,5664,0.023146
Civic Innovation & Technology,12/16/2017,FMLA,40,71,5664,0.007062
Civic Innovation & Technology,12/16/2017,JURY DUTY,48,71,5664,0.008474
Civic Innovation & Technology,12/16/2017,SICK,175.6,71,5664,0.031002
Civic Innovation & Technology,12/30/2017,FMLA,8,71,5664,0.001412
Civic Innovation & Technology,12/30/2017,SICK,119.1,71,5664,0.021027
Civic Innovation & Technology,1/13/2018,SICK,171.7,72,5744,0.029892
Civic Innovation & Technology,1/27/2018,FMLA,6.7,71,5664,0.001182
Civic Innovation & Technology,1/27/2018,SICK,113.5,71,5664,0.020038
Civic Innovation & Technology,2/10/2018,SICK,194.05,70,5584,0.034751
Civic Innovation & Technology,2/24/2018,FMLA,10.2,70,5584,0.001826
Civic Innovation & Technology,2/24/2018,SICK,79.95,70,5584,0.014317
Civic Innovation & Technology,3/10/2018,FMLA,3.7,69,5504,0.000672
Civic Innovation & Technology,3/10/2018,SICK,72.3,69,5504,0.013135
Civic Innovation & Technology,3/24/2018,FMLA,19,69,5504,0.003452
Civic Innovation & Technology,3/24/2018,MILITARY,16,69,5504,0.002906
Civic Innovation & Technology,3/24/2018,SICK,112.4,69,5504,0.020421
Civic Innovation & Technology,4/7/2018,SICK,100.4,69,5504,0.018241
Civic Innovation & Technology,4/21/2018,FMLA,17.9,70,5584,0.003205
Civic Innovation & Technology,4/21/2018,FUNERAL,8,70,5584,0.001432
Civic Innovation & Technology,4/21/2018,SICK,77.35,70,5584,0.013852
Civic Innovation & Technology,5/5/2018,FMLA,8,70,5584,0.001432
Civic Innovation & Technology,5/5/2018,FUNERAL,16,70,5584,0.002865
Civic Innovation & Technology,5/5/2018,MILITARY,48,70,5584,0.008595
Civic Innovation & Technology,5/5/2018,SICK,100.25,70,5584,0.017953
Civic Innovation & Technology,5/19/2018,FMLA,51.5,72,5744,0.008965
Civic Innovation & Technology,5/19/2018,MILITARY,24,72,5744,0.004178
Civic Innovation & Technology,5/19/2018,SICK,140,72,5744,0.024373
Civic Innovation & Technology,6/2/2018,FMLA,144.5,72,5744,0.025156
Civic Innovation & Technology,6/2/2018,FUNERAL,8,72,5744,0.001392
Civic Innovation & Technology,6/2/2018,MEDICAL,1,72,5744,0.000174
Civic Innovation & Technology,6/2/2018,MILITARY,40,72,5744,0.006963
Civic Innovation & Technology,6/2/2018,SICK,108.45,72,5744,0.01888
Civic Innovation & Technology,6/2/2018,UNPAID ABSENCE,1.95,72,5744,0.000339
Civic Innovation & Technology,6/16/2018,FMLA,168,71,5664,0.029661
Civic Innovation & Technology,6/16/2018,MILITARY,48,71,5664,0.008474
Civic Innovation & Technology,6/16/2018,SICK,89.35,71,5664,0.015775
Civic Innovation & Technology,6/30/2018,FMLA,168,72,5744,0.029247
Civic Innovation & Technology,6/30/2018,MEDICAL,8,72,5744,0.001392
Civic Innovation & Technology,6/30/2018,MILITARY,56,72,5744,0.009749
Civic Innovation & Technology,6/30/2018,SICK,91.9,72,5744,0.015999
Civic Innovation & Technology,6/30/2018,UNPAID ABSENCE,29.26,72,5744,0.005094
Civic Innovation & Technology,7/14/2018,FMLA,111.5,72,5744,0.019411
Civic Innovation & Technology,7/14/2018,SICK,84,72,5744,0.014623
Civic Innovation & Technology,7/28/2018,FMLA,148,72,5744,0.025766
Civic Innovation & Technology,7/28/2018,FUNERAL,24,72,5744,0.004178
Civic Innovation & Technology,7/28/2018,SICK,104.05,72,5744,0.018114
Civic Innovation & Technology,7/28/2018,UNPAID ABSENCE,5.8,72,5744,0.001009
Civic Innovation & Technology,8/11/2018,FMLA,17.5,72,5744,0.003046
Civic Innovation & Technology,8/11/2018,SICK,68.4,72,5744,0.011908
Civic Innovation & Technology,8/11/2018,UNPAID ABSENCE,1.9,72,5744,0.00033
Civic Innovation & Technology,8/25/2018,FMLA,11,72,5744,0.001915
Civic Innovation & Technology,8/25/2018,MILITARY,8,72,5744,0.001392
Civic Innovation & Technology,8/25/2018,SICK,158.9,72,5744,0.027663
Civic Innovation & Technology,9/8/2018,FMLA,8,71,5664,0.001412
Civic Innovation & Technology,9/8/2018,MEDICAL,0,71,5664,0
Civic Innovation & Technology,9/8/2018,SICK,136.45,71,5664,0.02409
Civic Innovation & Technology,9/22/2018,FMLA,24,72,5744,0.004178
Civic Innovation & Technology,9/22/2018,MILITARY,80,72,5744,0.013927
Civic Innovation & Technology,9/22/2018,SICK,99.6,72,5744,0.017339
Civic Innovation & Technology,10/6/2018,FMLA,13.5,72,5744,0.00235
Civic Innovation & Technology,10/6/2018,JURY DUTY,16,72,5744,0.002785
Civic Innovation & Technology,10/6/2018,MILITARY,8,72,5744,0.001392
Civic Innovation & Technology,10/6/2018,SICK,105.83,72,5744,0.018424
Civic Innovation & Technology,10/20/2018,FMLA,8.8,73,5824,0.00151
Civic Innovation & Technology,10/20/2018,FUNERAL,8,73,5824,0.001373
Civic Innovation & Technology,10/20/2018,JURY DUTY,35,73,5824,0.006009
Civic Innovation & Technology,10/20/2018,MILITARY,8,73,5824,0.001373
Civic Innovation & Technology,10/20/2018,SICK,152.65,73,5824,0.02621
Civic Innovation & Technology,11/3/2018,FMLA,58.2,73,5824,0.009993
Civic Innovation & Technology,11/3/2018,SICK,185.95,73,5824,0.031928
Civic Innovation & Technology,11/17/2018,FMLA,65,73,5824,0.01116
Civic Innovation & Technology,11/17/2018,FUNERAL,24,73,5824,0.00412
Civic Innovation & Technology,11/17/2018,MILITARY,8,73,5824,0.001373
Civic Innovation & Technology,11/17/2018,SICK,96.2,73,5824,0.016517
Civic Innovation & Technology,12/1/2018,FUNERAL,16,73,5824,0.002747
Civic Innovation & Technology,12/1/2018,SICK,131.45,73,5824,0.02257
Civic Innovation & Technology,12/1/2018,UNPAID ABSENCE,8.2,73,5824,0.001407
Civic Innovation & Technology,12/15/2018,FMLA,12.2,73,5824,0.002094
Civic Innovation & Technology,12/15/2018,FUNERAL,5,73,5824,0.000858
Civic Innovation & Technology,12/15/2018,MILITARY,16,73,5824,0.002747
Civic Innovation & Technology,12/15/2018,SICK,114.3,73,5824,0.019625
Civic Innovation & Technology,12/15/2018,UNPAID ABSENCE,7.2,73,5824,0.001236
Civic Innovation & Technology,12/29/2018,FMLA,7,72,5744,0.001218
Civic Innovation & Technology,12/29/2018,FUNERAL,24,72,5744,0.004178
Civic Innovation & Technology,12/29/2018,SICK,90.4,72,5744,0.015738
Civic Innovation & Technology,12/29/2018,UNPAID ABSENCE,19.3,72,5744,0.00336
Civic Innovation & Technology,1/12/2019,FMLA,8.5,72,5744,0.001479
Civic Innovation & Technology,1/12/2019,FUNERAL,24,72,5744,0.004178
Civic Innovation & Technology,1/12/2019,MILITARY,24,72,5744,0.004178
Civic Innovation & Technology,1/12/2019,SICK,170.9,72,5744,0.029752
Civic Innovation & Technology,1/26/2019,FMLA,9.4,72,5744,0.001636
Civic Innovation & Technology,1/26/2019,SICK,240,72,5744,0.041782
Civic Innovation & Technology,1/26/2019,UNPAID ABSENCE,24,72,5744,0.004178
Civic Innovation & Technology,2/9/2019,FMLA,24.6,73,5824,0.004223
Civic Innovation & Technology,2/9/2019,SICK,150.7,73,5824,0.025875
Civic Innovation & Technology,2/23/2019,FMLA,10.5,73,5824,0.001802
Civic Innovation & Technology,2/23/2019,MILITARY,8,73,5824,0.001373
Civic Innovation & Technology,2/23/2019,SICK,140.1,73,5824,0.024055
Civic Innovation & Technology,2/23/2019,SUSPENSION,8,73,5824,0.001373
Civic Innovation & Technology,3/9/2019,FMLA,85.5,74,5904,0.014481
Civic Innovation & Technology,3/9/2019,MEDICAL,0,74,5904,0
Civic Innovation & Technology,3/9/2019,MILITARY,8,74,5904,0.001355
Civic Innovation & Technology,3/9/2019,SICK,146.6,74,5904,0.02483
Civic Innovation & Technology,3/23/2019,FMLA,51.5,72,5744,0.008965
Civic Innovation & Technology,3/23/2019,FUNERAL,24,72,5744,0.004178
Civic Innovation & Technology,3/23/2019,MILITARY,8,72,5744,0.001392
Civic Innovation & Technology,3/23/2019,SICK,129.25,72,5744,0.022501
Civic Innovation & Technology,4/6/2019,FMLA,4.5,71,5664,0.000794
Civic Innovation & Technology,4/6/2019,SICK,119.8,71,5664,0.021151
Civic Innovation & Technology,4/20/2019,FMLA,22.5,69,5504,0.004087
Civic Innovation & Technology,4/20/2019,SICK,209.25,69,5504,0.038017
Civic Innovation & Technology,5/4/2019,FMLA,16,70,5584,0.002865
Civic Innovation & Technology,5/4/2019,MEDICAL,0,70,5584,0
Civic Innovation & Technology,5/4/2019,SICK,82.75,70,5584,0.014819
Civic Innovation & Technology,5/18/2019,FMLA,21,70,5584,0.00376
Civic Innovation & Technology,5/18/2019,SICK,145,70,5584,0.025967
Civic Innovation & Technology,6/1/2019,FMLA,4.1,70,5584,0.000734
Civic Innovation & Technology,6/1/2019,SICK,130.75,70,5584,0.023415
Civic Innovation & Technology,6/15/2019,FMLA,82.5,69,5504,0.014989
Civic Innovation & Technology,6/15/2019,MILITARY,80,69,5504,0.014534
Civic Innovation & Technology,6/15/2019,SICK,100.95,69,5504,0.018341
Civic Innovation & Technology,6/29/2019,FMLA,97,69,5504,0.017623
Civic Innovation & Technology,6/29/2019,SICK,95.8,69,5504,0.017405
Codes & Regulations,7/20/2013,FMLA,170.75,123,9456,0.018057
Codes & Regulations,7/20/2013,FUNERAL,64,123,9456,0.006768
Codes & Regulations,7/20/2013,SICK,135,123,9456,0.014276
Codes & Regulations,7/20/2013,SUSPENSION,80,123,9456,0.00846
Codes & Regulations,7/20/2013,UNPAID ABSENCE,14.5,123,9456,0.001533
Codes & Regulations,8/3/2013,FMLA,223.4,120,9408,0.023745
